pin,slack
FCCC_0/CCC_INST/INST_CCC_IP:LOCK,
FCCC_0/CCC_INST/INST_CCC_IP:NGMUX0_ARST_N,
FCCC_0/CCC_INST/INST_CCC_IP:NGMUX0_HOLD_N,
FCCC_0/CCC_INST/INST_CCC_IP:NGMUX0_SEL,
FCCC_0/CCC_INST/INST_CCC_IP:NGMUX1_ARST_N,
FCCC_0/CCC_INST/INST_CCC_IP:NGMUX1_HOLD_N,
FCCC_0/CCC_INST/INST_CCC_IP:NGMUX1_SEL,
FCCC_0/CCC_INST/INST_CCC_IP:NGMUX2_ARST_N,
FCCC_0/CCC_INST/INST_CCC_IP:NGMUX2_HOLD_N,
FCCC_0/CCC_INST/INST_CCC_IP:NGMUX2_SEL,
FCCC_0/CCC_INST/INST_CCC_IP:NGMUX3_ARST_N,
FCCC_0/CCC_INST/INST_CCC_IP:NGMUX3_HOLD_N,
FCCC_0/CCC_INST/INST_CCC_IP:NGMUX3_SEL,
FCCC_0/CCC_INST/INST_CCC_IP:PADDR[2],
FCCC_0/CCC_INST/INST_CCC_IP:PADDR[3],
FCCC_0/CCC_INST/INST_CCC_IP:PADDR[4],
FCCC_0/CCC_INST/INST_CCC_IP:PADDR[5],
FCCC_0/CCC_INST/INST_CCC_IP:PADDR[6],
FCCC_0/CCC_INST/INST_CCC_IP:PADDR[7],
FCCC_0/CCC_INST/INST_CCC_IP:PCLK,
FCCC_0/CCC_INST/INST_CCC_IP:PENABLE,
FCCC_0/CCC_INST/INST_CCC_IP:PLL_ARST_N,
FCCC_0/CCC_INST/INST_CCC_IP:PLL_BYPASS_N,
FCCC_0/CCC_INST/INST_CCC_IP:PLL_POWERDOWN_N,
FCCC_0/CCC_INST/INST_CCC_IP:PRESET_N,
FCCC_0/CCC_INST/INST_CCC_IP:PSEL,
FCCC_0/CCC_INST/INST_CCC_IP:PWDATA[0],
FCCC_0/CCC_INST/INST_CCC_IP:PWDATA[1],
FCCC_0/CCC_INST/INST_CCC_IP:PWDATA[2],
FCCC_0/CCC_INST/INST_CCC_IP:PWDATA[3],
FCCC_0/CCC_INST/INST_CCC_IP:PWDATA[4],
FCCC_0/CCC_INST/INST_CCC_IP:PWDATA[5],
FCCC_0/CCC_INST/INST_CCC_IP:PWDATA[6],
FCCC_0/CCC_INST/INST_CCC_IP:PWDATA[7],
FCCC_0/CCC_INST/INST_CCC_IP:PWRITE,
FCCC_0/CCC_INST/INST_CCC_IP:RCOSC_1MHZ,
FCCC_0/CCC_INST/INST_CCC_IP:RCOSC_25_50MHZ,
FCCC_0/CCC_INST/INST_CCC_IP:XTLOSC,
CoreUARTapb_0/uUART/make_RX/receive_shift_rx_bit_cnt_4_i_o2_0[2]:A,15326
CoreUARTapb_0/uUART/make_RX/receive_shift_rx_bit_cnt_4_i_o2_0[2]:B,13970
CoreUARTapb_0/uUART/make_RX/receive_shift_rx_bit_cnt_4_i_o2_0[2]:C,16252
CoreUARTapb_0/uUART/make_RX/receive_shift_rx_bit_cnt_4_i_o2_0[2]:Y,13970
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/FF_32:EN,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/FF_32:IPENn,
COREABC_0/STBFLAG_cnst_0_a2:A,17429
COREABC_0/STBFLAG_cnst_0_a2:B,17215
COREABC_0/STBFLAG_cnst_0_a2:C,17256
COREABC_0/STBFLAG_cnst_0_a2:D,17029
COREABC_0/STBFLAG_cnst_0_a2:Y,17029
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[7]:ADn,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[7]:ALn,16293
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[7]:CLK,13854
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[7]:D,13664
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[7]:EN,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[7]:LAT,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[7]:Q,13854
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[7]:SD,
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/baud_cntr[7]:SLn,
CFG0_GND_INST:Y,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/FF_29:EN,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/FF_29:IPENn,
CoreUARTapb_0/uUART/make_TX/xmit_bit_sel_RNO[2]:A,17429
CoreUARTapb_0/uUART/make_TX/xmit_bit_sel_RNO[2]:B,16218
CoreUARTapb_0/uUART/make_TX/xmit_bit_sel_RNO[2]:C,17256
CoreUARTapb_0/uUART/make_TX/xmit_bit_sel_RNO[2]:Y,16218
COREABC_0/STKPTR_RNISCM2[0]:A,17255
COREABC_0/STKPTR_RNISCM2[0]:Y,17255
COREABC_0/STKPTR_RNIPQC5_0[1]:A,17228
COREABC_0/STKPTR_RNIPQC5_0[1]:B,17185
COREABC_0/STKPTR_RNIPQC5_0[1]:Y,17185
COREABC_0/STKPTR_RNO[3]:A,17405
COREABC_0/STKPTR_RNO[3]:B,17362
COREABC_0/STKPTR_RNO[3]:C,13592
COREABC_0/STKPTR_RNO[3]:D,15989
COREABC_0/STKPTR_RNO[3]:Y,13592
COREABC_0/STKPTR_RNIPQC5[1]:A,16023
COREABC_0/STKPTR_RNIPQC5[1]:B,15989
COREABC_0/STKPTR_RNIPQC5[1]:Y,15989
COREABC_0/ACCUM_NEXT_5_ns[5]:A,14506
COREABC_0/ACCUM_NEXT_5_ns[5]:B,13643
COREABC_0/ACCUM_NEXT_5_ns[5]:C,15734
COREABC_0/ACCUM_NEXT_5_ns[5]:D,15517
COREABC_0/ACCUM_NEXT_5_ns[5]:Y,13643
COREABC_0/INSTR_SCMD[0]:ADn,
COREABC_0/INSTR_SCMD[0]:ALn,
COREABC_0/INSTR_SCMD[0]:CLK,13380
COREABC_0/INSTR_SCMD[0]:D,15068
COREABC_0/INSTR_SCMD[0]:EN,
COREABC_0/INSTR_SCMD[0]:LAT,
COREABC_0/INSTR_SCMD[0]:Q,13380
COREABC_0/INSTR_SCMD[0]:SD,
COREABC_0/INSTR_SCMD[0]:SLn,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_17:B,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_17:C,16425
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_17:IPB,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_17:IPC,16425
COREABC_0/un5_ramwdata_cry_1:A,
COREABC_0/un5_ramwdata_cry_1:B,14970
COREABC_0/un5_ramwdata_cry_1:C,
COREABC_0/un5_ramwdata_cry_1:CC,15506
COREABC_0/un5_ramwdata_cry_1:D,
COREABC_0/un5_ramwdata_cry_1:P,14970
COREABC_0/un5_ramwdata_cry_1:S,15506
COREABC_0/un5_ramwdata_cry_1:UB,
CoreUARTapb_0/uUART/make_RX/make_last_bit_un30_baud_clock_0_a4_0_a3:A,17273
CoreUARTapb_0/uUART/make_RX/make_last_bit_un30_baud_clock_0_a4_0_a3:B,16089
CoreUARTapb_0/uUART/make_RX/make_last_bit_un30_baud_clock_0_a4_0_a3:C,15854
CoreUARTapb_0/uUART/make_RX/make_last_bit_un30_baud_clock_0_a4_0_a3:Y,15854
COREABC_0/INSTR_CMD[2]:ADn,
COREABC_0/INSTR_CMD[2]:ALn,
COREABC_0/INSTR_CMD[2]:CLK,15057
COREABC_0/INSTR_CMD[2]:D,14053
COREABC_0/INSTR_CMD[2]:EN,
COREABC_0/INSTR_CMD[2]:LAT,
COREABC_0/INSTR_CMD[2]:Q,15057
COREABC_0/INSTR_CMD[2]:SD,
COREABC_0/INSTR_CMD[2]:SLn,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_30:C,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_30:IPC,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/FF_28:EN,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/FF_28:IPENn,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/FF_24:CLK,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/FF_24:IPCLKn,
CoreUARTapb_0/uUART/make_TX/tx_byte[0]:ADn,
CoreUARTapb_0/uUART/make_TX/tx_byte[0]:ALn,16293
CoreUARTapb_0/uUART/make_TX/tx_byte[0]:CLK,14051
CoreUARTapb_0/uUART/make_TX/tx_byte[0]:D,18487
CoreUARTapb_0/uUART/make_TX/tx_byte[0]:EN,17058
CoreUARTapb_0/uUART/make_TX/tx_byte[0]:LAT,
CoreUARTapb_0/uUART/make_TX/tx_byte[0]:Q,14051
CoreUARTapb_0/uUART/make_TX/tx_byte[0]:SD,
CoreUARTapb_0/uUART/make_TX/tx_byte[0]:SLn,
CoreUARTapb_0/uUART/make_RX/receive_count_RNO[1]:A,17390
CoreUARTapb_0/uUART/make_RX/receive_count_RNO[1]:B,17331
CoreUARTapb_0/uUART/make_RX/receive_count_RNO[1]:C,14968
CoreUARTapb_0/uUART/make_RX/receive_count_RNO[1]:D,14454
CoreUARTapb_0/uUART/make_RX/receive_count_RNO[1]:Y,14454
COREABC_0/un1_ACCUMULATOR_0_cry_3:A,
COREABC_0/un1_ACCUMULATOR_0_cry_3:B,13856
COREABC_0/un1_ACCUMULATOR_0_cry_3:C,
COREABC_0/un1_ACCUMULATOR_0_cry_3:CC,13438
COREABC_0/un1_ACCUMULATOR_0_cry_3:D,
COREABC_0/un1_ACCUMULATOR_0_cry_3:P,13856
COREABC_0/un1_ACCUMULATOR_0_cry_3:S,13438
COREABC_0/un1_ACCUMULATOR_0_cry_3:UB,
COREABC_0/ACCUM_NEXT_6_ns[3]:A,17484
COREABC_0/ACCUM_NEXT_6_ns[3]:B,17281
COREABC_0/ACCUM_NEXT_6_ns[3]:C,17125
COREABC_0/ACCUM_NEXT_6_ns[3]:D,13438
COREABC_0/ACCUM_NEXT_6_ns[3]:Y,13438
CoreUARTapb_0/uUART/make_RX/receive_shift_rx_bit_cnt_4_i_o2_0_0[2]:A,15369
CoreUARTapb_0/uUART/make_RX/receive_shift_rx_bit_cnt_4_i_o2_0_0[2]:B,15326
CoreUARTapb_0/uUART/make_RX/receive_shift_rx_bit_cnt_4_i_o2_0_0[2]:Y,15326
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_7:C,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/CFG_7:IPC,
CoreUARTapb_0/uUART/make_TX/xmit_state[2]:ADn,
CoreUARTapb_0/uUART/make_TX/xmit_state[2]:ALn,16293
CoreUARTapb_0/uUART/make_TX/xmit_state[2]:CLK,17059
CoreUARTapb_0/uUART/make_TX/xmit_state[2]:D,15104
CoreUARTapb_0/uUART/make_TX/xmit_state[2]:EN,
CoreUARTapb_0/uUART/make_TX/xmit_state[2]:LAT,
CoreUARTapb_0/uUART/make_TX/xmit_state[2]:Q,17059
CoreUARTapb_0/uUART/make_TX/xmit_state[2]:SD,
CoreUARTapb_0/uUART/make_TX/xmit_state[2]:SLn,
CoreUARTapb_0/p_NxtPrdataComb_nxtprdata_xhdl7_1_3[1]:A,17406
CoreUARTapb_0/p_NxtPrdataComb_nxtprdata_xhdl7_1_3[1]:B,17382
CoreUARTapb_0/p_NxtPrdataComb_nxtprdata_xhdl7_1_3[1]:Y,17382
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:A_ADDR[0],
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:A_ADDR[1],
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:A_ADDR[2],
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:A_ADDR[3],17255
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:A_ADDR[4],17185
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:A_ADDR[5],17012
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:A_ADDR[6],16822
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:A_ADDR[7],
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:A_ADDR[8],
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:A_ADDR[9],
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:A_ADDR_ARST_N,16427
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:A_ADDR_CLK,15086
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:A_ADDR_EN,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:A_ADDR_LAT,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:A_ADDR_SRST_N,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:A_BLK[0],
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:A_BLK[1],
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:A_DOUT[0],15924
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:A_DOUT[1],16090
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:A_DOUT[2],15086
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:A_DOUT[3],16073
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:A_DOUT[4],16081
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:A_DOUT[5],15520
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:A_DOUT[6],15524
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:A_DOUT[7],15490
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:A_DOUT_ARST_N,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:A_DOUT_CLK,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:A_DOUT_EN,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:A_DOUT_LAT,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:A_DOUT_SRST_N,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:A_EN,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:A_WIDTH[0],
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:A_WIDTH[1],
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:A_WIDTH[2],
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:B_ADDR[0],
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:B_ADDR[1],
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:B_ADDR[2],
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:B_ADDR[3],
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:B_ADDR[4],
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:B_ADDR[5],
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:B_ADDR[6],
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:B_ADDR[7],
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:B_ADDR[8],
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:B_ADDR[9],
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:B_ADDR_ARST_N,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:B_ADDR_CLK,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:B_ADDR_EN,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:B_ADDR_LAT,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:B_ADDR_SRST_N,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:B_BLK[0],
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:B_BLK[1],
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:B_DOUT_ARST_N,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:B_DOUT_CLK,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:B_DOUT_EN,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:B_DOUT_LAT,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:B_DOUT_SRST_N,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:B_EN,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:B_WIDTH[0],
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:B_WIDTH[1],
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:B_WIDTH[2],
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:C_ADDR[0],
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:C_ADDR[1],
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:C_ADDR[2],
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:C_ADDR[3],17543
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:C_ADDR[4],17377
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:C_ADDR[5],17283
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:C_ADDR[6],17067
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:C_ADDR[7],
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:C_ADDR[8],
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:C_ADDR[9],
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:C_ARST_N,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:C_BLK[0],
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:C_BLK[1],
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:C_CLK,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:C_DIN[0],17490
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:C_DIN[10],
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:C_DIN[11],
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:C_DIN[12],
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:C_DIN[13],
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:C_DIN[14],
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:C_DIN[15],
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:C_DIN[16],
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:C_DIN[17],
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:C_DIN[1],16869
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:C_DIN[2],16819
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:C_DIN[3],16506
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:C_DIN[4],16479
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:C_DIN[5],16425
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:C_DIN[6],16529
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:C_DIN[7],16428
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:C_DIN[8],
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:C_DIN[9],
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:C_EN,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:C_WEN,
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:C_WIDTH[0],
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:C_WIDTH[1],
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:C_WIDTH[2],
COREABC_0/URAM_UR/UG4_UR8_ram_r1c0/U_RAM64x18/INST_RAM64x18_IP:SII_LOCK,
COREABC_0/PWDATA_M[0]:A,17244
COREABC_0/PWDATA_M[0]:B,17177
COREABC_0/PWDATA_M[0]:C,17313
COREABC_0/PWDATA_M[0]:D,17102
COREABC_0/PWDATA_M[0]:Y,17102
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/UG10_make_baud_cntr2_un2_baud_cntr_1_RNIQFHL1_CC_1:CC[0],13729
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/UG10_make_baud_cntr2_un2_baud_cntr_1_RNIQFHL1_CC_1:CC[1],13637
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/UG10_make_baud_cntr2_un2_baud_cntr_1_RNIQFHL1_CC_1:CI,13637
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/UG10_make_baud_cntr2_un2_baud_cntr_1_RNIQFHL1_CC_1:P[0],14102
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/UG10_make_baud_cntr2_un2_baud_cntr_1_RNIQFHL1_CC_1:P[10],
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/UG10_make_baud_cntr2_un2_baud_cntr_1_RNIQFHL1_CC_1:P[11],
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/UG10_make_baud_cntr2_un2_baud_cntr_1_RNIQFHL1_CC_1:P[1],
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/UG10_make_baud_cntr2_un2_baud_cntr_1_RNIQFHL1_CC_1:P[2],
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/UG10_make_baud_cntr2_un2_baud_cntr_1_RNIQFHL1_CC_1:P[3],
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/UG10_make_baud_cntr2_un2_baud_cntr_1_RNIQFHL1_CC_1:P[4],
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/UG10_make_baud_cntr2_un2_baud_cntr_1_RNIQFHL1_CC_1:P[5],
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/UG10_make_baud_cntr2_un2_baud_cntr_1_RNIQFHL1_CC_1:P[6],
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/UG10_make_baud_cntr2_un2_baud_cntr_1_RNIQFHL1_CC_1:P[7],
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/UG10_make_baud_cntr2_un2_baud_cntr_1_RNIQFHL1_CC_1:P[8],
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/UG10_make_baud_cntr2_un2_baud_cntr_1_RNIQFHL1_CC_1:P[9],
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/UG10_make_baud_cntr2_un2_baud_cntr_1_RNIQFHL1_CC_1:UB[0],
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/UG10_make_baud_cntr2_un2_baud_cntr_1_RNIQFHL1_CC_1:UB[10],
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/UG10_make_baud_cntr2_un2_baud_cntr_1_RNIQFHL1_CC_1:UB[11],
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/UG10_make_baud_cntr2_un2_baud_cntr_1_RNIQFHL1_CC_1:UB[1],
CoreUARTapb_0/uUART/make_top_CoreUARTapb_0_Clock_gen/UG10_make_baud_cntr2_un2_baud_cntr_1_RNIQFHL1_CC_1:UB[2],
